feed_pressure,feed_flow,chemical_dosage,seawater_temp,feed_salinity,energy_kwh_per_m3,product_tds_ppm,fouling_rate_index_per_hr
70.08364777014252,876.8600640535935,1.3752850428325563,20.571673213425594,42386.52432780086,3.503343267280307,50.0,0.01
84.43694970634891,1042.851342058488,1.0024849451617501,23.708368848729812,39297.19029713085,4.4590160598378645,50.0,0.01
68.6435178858545,971.1056204384961,2.22242104498115,24.03481597693221,40658.52886383071,3.4785093963705997,50.0,0.01
75.50698882626118,821.775176082499,2.592428876583183,30.575791294168486,39978.257299158664,3.1587780697691525,50.0,0.01
64.44445059833329,1150.1392296820015,1.4694160105846237,28.051468769358884,42239.23787638879,3.266039281758322,50.0,0.01
79.0104488513883,949.882049690523,2.179321777597121,26.393146688398318,41342.63486566348,3.7899368932086905,50.0,0.01
75.14650214020219,1093.3975425350768,2.3243442918573027,33.77695151270472,40111.07283922553,3.7556295910985775,50.0,0.01
65.54345644961681,816.8994078686927,1.3582266211401381,33.072401731476596,42138.33780408308,2.720544294218615,50.0,0.01
66.35748612307135,945.8243662382201,1.6645571933621588,32.52007033207027,44832.28167725641,2.9517581893140106,51.09525796184279,0.01
72.92061956716805,883.7316987053753,1.0060094366978987,34.4591156976612,43909.64820331561,3.4297867711309418,50.275633231814666,0.01
72.56185274961545,1154.7141854605843,1.7871015814205837,30.296589223364347,39882.88453830943,3.8260180373539447,50.0,0.01
78.28743683147276,1168.3924301715454,2.0318502611292857,26.029214431990777,38977.07884224107,4.352564313275004,50.0,0.01
69.93689674149644,906.9476678214833,1.1170191448789741,25.205814137297377,38152.873280763735,3.174826901650315,50.0,0.01
69.3370715784586,813.7569266314352,2.5229055498341255,27.413689927406097,44000.027912157886,3.2158237165692958,50.0,0.01
62.73591435072873,928.5798348732018,1.3448539776436201,28.45349555112493,42358.978731198804,2.9229949378254254,50.94522796777456,0.01
73.75031348468384,1184.7149706150792,2.177078351685134,23.1332430066119,38284.675130501164,4.1696005131358875,50.0,0.01
73.59118269291628,839.6596996720259,2.64096787388546,29.642603142520304,43288.259298725316,3.4231811969965773,50.0,0.01
84.18677041907905,1054.2734513231414,1.1480538483919613,32.23500654963479,40364.35164821282,4.060452497974753,50.0,0.01
60.58055949096988,1085.8892035860479,1.7911804473556834,23.782236900672,39204.20379705862,3.3119171827504217,50.0,0.01
63.81824015797015,1154.3138681802586,1.8998714267896046,28.893592410100545,44948.47684398492,3.4343040625979397,61.909028622920744,0.01
79.67054074841079,805.9389754297451,1.0520451256373395,31.71037353221361,39780.27846872186,3.3084050899668935,50.0,0.01
72.31098788490246,1094.4005324046482,1.3434047246140806,27.97553074276855,43790.130798813996,3.7679019486224954,53.50763492633148,0.01
72.72056094743223,993.5761176253149,2.6745667889945848,31.239864684451685,40490.26195556916,3.5042736187236923,52.46563564549506,0.01
70.18621152462192,1009.5898598045962,2.4786767099945757,34.353407394476505,42892.16083531213,3.185557170452494,50.0,0.01
76.00787708437582,1046.8294796076339,1.4571596566179579,25.471771284921676,43291.09063370378,4.159728793895269,50.0,0.01
79.1772585599158,1039.2815387762782,2.296192034923261,31.41088947326236,42749.680256256135,3.8954911451347325,50.0,0.01
80.05652734685769,1034.9066715808794,1.425621382307007,33.64992006198849,40300.49551779252,3.8560492815949714,50.0,0.01
75.55634141953843,1166.8490052740335,2.628601048779618,23.486723283778744,38026.138743899995,4.144910813810164,50.0,0.01
